,0,1
0,"Adar Bays, LLC v. GeneSys ID, Inc. Assigned to: Judge Andrew L. Carter, Jr Demand: $150,000 Cause: 28:1332bc Diversity-Breach of Contract",Date Filed: 02/16/2017 Jury Demand: None Nature of Suit: 190 Contract: Other Jurisdiction: Diversity
